,El-array,xA (m),xB (m),xM (m),xN (m),Rho (Ohm.m),Dev. Rho (%),SP (mV),VMN (mV),IAB (mA),Time (ms),Coef. k (m),yA (m),yB (m),yM (m),yN (m),zA (m),zB (m),zM (m),zN (m),N� electrode A,N� electrode B,N� electrode M,N� electrode N,Depth A (m),Depth B (m),Depth M (m),Depth N (m),Stack,Rs-Check,Vab (V),Pab (W),Rab (kOhm),Latitude,Longitude,UTM (WSG84),Name,Channel,Overload,Tx-Bat (V),Tx Temp. (�C),Rx-Bat (V),Rx Temp. (�C),Date,Gapfiller,Synch
,Mixed / non conventional,24,31,22,29,168.24,0.03,668.13,6802.398,368.782,250,9.12,0,0,0,0,0,0,0,0,24,31,22,29,0,0,0,0,3,0,594,219,1.61,0,0,,1,1,0,10.1,0,12.19,15.3,11/7/2025 2:12:29 PM,0,0
,Mixed / non conventional,24,31,29,36,193.4,0.05,-468.51,-2081.104,368.782,250,-34.27,0,0,0,0,0,0,0,0,24,31,29,36,0,0,0,0,3,0,594,219,1.61,0,0,,1,2,0,10.1,0,12.19,15.3,11/7/2025 2:12:29 PM,0,0
,Mixed / non conventional,24,31,36,43,199.43,0.06,203.61,-1006.228,368.782,250,-73.09,0,0,0,0,0,0,0,0,24,31,36,43,0,0,0,0,3,0,594,219,1.61,0,0,,1,3,0,10.1,0,12.19,15.3,11/7/2025 2:12:29 PM,0,0
,Mixed / non conventional,24,31,43,50,168.97,0.05,-79.73,-163.953,368.782,250,-380.07,0,0,0,0,0,0,0,0,24,31,43,50,0,0,0,0,3,0,594,219,1.61,0,0,,1,4,0,10.1,0,12.19,15.3,11/7/2025 2:12:29 PM,0,0
,Mixed / non conventional,24,31,50,57,95.55,0,32.24,-33.714,368.782,250,-1045.19,0,0,0,0,0,0,0,0,24,31,50,57,0,0,0,0,3,0,594,219,1.61,0,0,,1,5,0,10.1,0,12.19,15.3,11/7/2025 2:12:29 PM,0,1
,Mixed / non conventional,24,31,57,64,203.78,0.18,29.78,-34.153,368.782,250,-2200.4,0,0,0,0,0,0,0,0,24,31,57,64,0,0,0,0,3,0,594,219,1.61,0,0,,1,6,0,10.1,0,12.19,15.3,11/7/2025 2:12:29 PM,0,0
,Mixed / non conventional,24,31,64,71,84.82,0.19,8.4,-7.864,368.782,250,-3977.64,0,0,0,0,0,0,0,0,24,31,64,71,0,0,0,0,3,0,594,219,1.61,0,0,,1,7,0,10.1,0,12.19,15.3,11/7/2025 2:12:29 PM,0,0
,Mixed / non conventional,24,31,71,6,77.85,0.03,-192.23,-88.093,368.782,250,-325.91,0,0,0,0,0,0,0,0,24,31,71,6,0,0,0,0,3,0,594,219,1.61,0,0,,1,8,0,10.1,0,12.19,15.3,11/7/2025 2:12:29 PM,0,0
,Mixed / non conventional,24,31,6,13,101.67,0.07,96.79,-118.146,368.782,250,-317.36,0,0,0,0,0,0,0,0,24,31,6,13,0,0,0,0,3,0,594,219,1.61,0,0,,1,9,0,10.1,0,12.19,15.3,11/7/2025 2:12:29 PM,0,0
,Mixed / non conventional,24,31,13,20,167.69,0.06,-107.27,-1217.876,368.782,250,-50.78,0,0,0,0,0,0,0,0,24,31,13,20,0,0,0,0,3,0,594,219,1.61,0,0,,1,10,0,10.1,0,12.19,15.3,11/7/2025 2:12:29 PM,0,0
,Mixed / non conventional,24,31,20,27,169.66,0.12,437.81,755.907,369.521,250,82.94,0,0,0,0,0,0,0,0,24,31,20,27,0,0,0,0,3,0,592,219,1.603,0,0,,1,1,0,10.13,0,12.19,15.3,11/7/2025 2:12:31 PM,0,0
,Mixed / non conventional,24,31,27,34,121.91,0.03,-268.25,2270.337,369.521,250,19.84,0,0,0,0,0,0,0,0,24,31,27,34,0,0,0,0,3,0,592,219,1.603,0,0,,1,2,0,10.13,0,12.19,15.3,11/7/2025 2:12:31 PM,0,0
,Mixed / non conventional,24,31,34,41,108.3,0.06,-48.04,-1223.881,369.521,250,-32.7,0,0,0,0,0,0,0,0,24,31,34,41,0,0,0,0,3,0,592,219,1.603,0,0,,1,3,0,10.13,0,12.19,15.3,11/7/2025 2:12:31 PM,0,0
,Mixed / non conventional,24,31,41,48,195.21,0.1,67.38,-275.764,369.521,250,-261.59,0,0,0,0,0,0,0,0,24,31,41,48,0,0,0,0,3,0,592,219,1.603,0,0,,1,4,0,10.13,0,12.19,15.3,11/7/2025 2:12:31 PM,0,0
,Mixed / non conventional,24,31,48,55,118.06,0.11,-43.99,-53.797,369.521,250,-810.92,0,0,0,0,0,0,0,0,24,31,48,55,0,0,0,0,3,0,592,219,1.603,0,0,,1,5,0,10.13,0,12.19,15.3,11/7/2025 2:12:31 PM,0,0
,Mixed / non conventional,24,31,55,62,96.58,0.05,-36.12,-19.689,369.521,250,-1812.63,0,0,0,0,0,0,0,0,24,31,55,62,0,0,0,0,3,0,592,219,1.603,0,0,,1,6,0,10.13,0,12.19,15.3,11/7/2025 2:12:31 PM,0,1
,Mixed / non conventional,24,31,62,69,172.39,0.15,79.2,-18.743,369.521,250,-3398.69,0,0,0,0,0,0,0,0,24,31,62,69,0,0,0,0,3,0,592,219,1.603,0,0,,1,7,0,10.13,0,12.19,15.3,11/7/2025 2:12:31 PM,0,0
,Mixed / non conventional,24,31,69,4,80.76,0.05,-210.55,-81.015,369.521,250,-368.37,0,0,0,0,0,0,0,0,24,31,69,4,0,0,0,0,3,0,592,219,1.603,0,0,,1,8,0,10.13,0,12.19,15.3,11/7/2025 2:12:31 PM,0,0
,Mixed / non conventional,24,31,4,11,99.29,0.07,149.59,-81.516,369.521,250,-450.08,0,0,0,0,0,0,0,0,24,31,4,11,0,0,0,0,3,0,592,219,1.603,0,0,,1,9,0,10.13,0,12.19,15.3,11/7/2025 2:12:31 PM,0,0
,Mixed / non conventional,24,31,11,18,155.9,0.03,-42.62,-575.964,369.521,250,-100.02,0,0,0,0,0,0,0,0,24,31,11,18,0,0,0,0,3,0,592,219,1.603,0,0,,1,10,0,10.13,0,12.19,15.3,11/7/2025 2:12:31 PM,0,0
,Mixed / non conventional,24,31,18,25,122.7,0.07,314.39,-538.609,37.092,250,-8.45,0,0,0,0,0,0,0,0,24,31,18,25,0,0,0,0,3,0,58,2,1.564,0,0,,1,1,0,12.84,0,12.21,14.8,11/7/2025 2:12:34 PM,0,0
,Mixed / non conventional,24,31,25,32,148.24,0.05,-222.95,1494.978,37.092,250,3.68,0,0,0,0,0,0,0,0,24,31,25,32,0,0,0,0,3,0,58,2,1.564,0,0,,1,2,0,12.84,0,12.21,14.8,11/7/2025 2:12:34 PM,0,0
,Mixed / non conventional,24,31,32,39,169.59,0.04,-87.15,-817.615,37.092,250,-7.69,0,0,0,0,0,0,0,0,24,31,32,39,0,0,0,0,3,0,58,2,1.564,0,0,,1,3,0,12.84,0,12.21,14.8,11/7/2025 2:12:34 PM,0,0
,Mixed / non conventional,24,31,39,46,231.04,0.09,-0.12,-50.631,37.092,250,-169.26,0,0,0,0,0,0,0,0,24,31,39,46,0,0,0,0,3,0,58,2,1.564,0,0,,1,4,0,12.84,0,12.21,14.8,11/7/2025 2:12:34 PM,0,1
,Mixed / non conventional,24,31,46,53,145.48,0.07,3.1,-87.863,370.564,250,-613.57,0,0,0,0,0,0,0,0,24,31,46,53,0,0,0,0,3,0,594,220,1.603,0,0,,1,1,0,10.13,0,12.19,14.8,11/7/2025 2:12:36 PM,0,0
,Mixed / non conventional,24,31,53,60,70.23,0.06,28.69,-17.674,370.564,250,-1472.57,0,0,0,0,0,0,0,0,24,31,53,60,0,0,0,0,3,0,594,220,1.603,0,0,,1,2,0,10.13,0,12.19,14.8,11/7/2025 2:12:36 PM,0,1
,Mixed / non conventional,24,31,60,67,228.03,0.15,-34.81,-29.359,370.564,250,-2878.21,0,0,0,0,0,0,0,0,24,31,60,67,0,0,0,0,3,0,594,220,1.603,0,0,,1,3,0,10.13,0,12.19,14.8,11/7/2025 2:12:36 PM,0,0
,Mixed / non conventional,24,31,67,2,70.83,0.02,-121.79,-64.727,370.564,250,-405.53,0,0,0,0,0,0,0,0,24,31,67,2,0,0,0,0,3,0,594,220,1.603,0,0,,1,4,0,10.13,0,12.19,14.8,11/7/2025 2:12:36 PM,0,0
,Mixed / non conventional,24,31,2,9,99.1,0.05,194.09,-59.85,370.564,250,-613.57,0,0,0,0,0,0,0,0,24,31,2,9,0,0,0,0,3,0,594,220,1.603,0,0,,1,5,0,10.13,0,12.19,14.8,11/7/2025 2:12:36 PM,0,0
,Mixed / non conventional,24,31,9,16,132.63,0.05,-89.93,-290.359,370.564,250,-169.26,0,0,0,0,0,0,0,0,24,31,9,16,0,0,0,0,3,0,594,220,1.603,0,0,,1,6,0,10.13,0,12.19,14.8,11/7/2025 2:12:36 PM,0,0
,Mixed / non conventional,24,31,16,23,121.66,0.04,-76.58,-5859.756,370.564,250,-7.69,0,0,0,0,0,0,0,0,24,31,16,23,0,0,0,0,3,0,594,220,1.603,0,0,,1,7,0,10.13,0,12.19,14.8,11/7/2025 2:12:36 PM,0,0
,Mixed / non conventional,24,31,23,30,153.12,0,551.57,5739.82,137.87,250,3.68,0,0,0,0,0,0,0,0,24,31,23,30,0,0,0,0,3,0,218,30,1.578,0,0,,1,1,0,12.61,0,12.21,15.3,11/7/2025 2:12:38 PM,0,0
,Mixed / non conventional,24,31,30,37,181.24,0.05,-338.13,-2957.106,137.87,250,-8.45,0,0,0,0,0,0,0,0,24,31,30,37,0,0,0,0,3,0,218,30,1.578,0,0,,1,2,0,12.61,0,12.21,15.3,11/7/2025 2:12:38 PM,0,0
,Mixed / non conventional,24,31,37,44,257.14,0.09,40.52,-354.455,137.87,250,-100.02,0,0,0,0,0,0,0,0,24,31,37,44,0,0,0,0,3,0,218,30,1.578,0,0,,1,3,0,12.61,0,12.21,15.3,11/7/2025 2:12:38 PM,0,0
,Mixed / non conventional,24,31,44,51,160.39,0.12,-83.64,-49.13,137.87,250,-450.08,0,0,0,0,0,0,0,0,24,31,44,51,0,0,0,0,3,0,218,30,1.578,0,0,,1,4,0,12.61,0,12.21,15.3,11/7/2025 2:12:38 PM,0,1
,Mixed / non conventional,24,31,51,58,87.32,0,78.21,-27.55,371.372,250,-1177.14,0,0,0,0,0,0,0,0,24,31,51,58,0,0,0,0,3,0,592,220,1.594,0,0,,1,1,0,10.13,0,12.19,15.3,11/7/2025 2:12:41 PM,0,1
,Mixed / non conventional,24,31,58,65,180.25,0.11,-147,-27.74,371.372,250,-2413.13,0,0,0,0,0,0,0,0,24,31,58,65,0,0,0,0,3,0,592,220,1.594,0,0,,1,2,0,10.13,0,12.19,15.3,11/7/2025 2:12:41 PM,0,0
,Mixed / non conventional,24,31,65,72,96.34,0.26,86.51,-8.34,371.372,250,-4290.01,0,0,0,0,0,0,0,0,24,31,65,72,0,0,0,0,3,0,592,220,1.594,0,0,,1,3,0,10.13,0,12.19,15.3,11/7/2025 2:12:41 PM,0,0
,Mixed / non conventional,24,31,72,7,81.83,0.07,-202.96,-100.187,371.372,250,-303.33,0,0,0,0,0,0,0,0,24,31,72,7,0,0,0,0,3,0,592,220,1.594,0,0,,1,4,0,10.13,0,12.19,15.3,11/7/2025 2:12:41 PM,0,0
,Mixed / non conventional,24,31,7,14,108.97,0.05,151.47,-154.698,371.372,250,-261.59,0,0,0,0,0,0,0,0,24,31,7,14,0,0,0,0,3,0,592,220,1.594,0,0,,1,5,0,10.13,0,12.19,15.3,11/7/2025 2:12:41 PM,0,0
,Mixed / non conventional,24,31,14,21,167.7,0.04,-115.94,-1904.691,371.372,250,-32.7,0,0,0,0,0,0,0,0,24,31,14,21,0,0,0,0,3,0,592,220,1.594,0,0,,1,6,0,10.13,0,12.19,15.3,11/7/2025 2:12:41 PM,0,0
,Mixed / non conventional,24,31,21,28,164.6,0,450.79,3080.795,371.372,250,19.84,0,0,0,0,0,0,0,0,24,31,21,28,0,0,0,0,3,0,592,220,1.594,0,0,,1,7,0,10.13,0,12.19,15.3,11/7/2025 2:12:41 PM,0,0
,Mixed / non conventional,24,31,28,35,87.04,0.07,-358.49,389.723,371.372,250,82.94,0,0,0,0,0,0,0,0,24,31,28,35,0,0,0,0,3,0,592,220,1.594,0,0,,1,8,0,10.13,0,12.19,15.3,11/7/2025 2:12:41 PM,0,0
,Mixed / non conventional,24,31,35,42,138.9,0.05,108.19,-1015.848,371.372,250,-50.78,0,0,0,0,0,0,0,0,24,31,35,42,0,0,0,0,3,0,592,220,1.594,0,0,,1,9,0,10.13,0,12.19,15.3,11/7/2025 2:12:41 PM,0,0
,Mixed / non conventional,24,31,42,49,179.6,0.06,-137.55,-210.159,371.372,250,-317.36,0,0,0,0,0,0,0,0,24,31,42,49,0,0,0,0,3,0,592,220,1.594,0,0,,1,10,0,10.13,0,12.19,15.3,11/7/2025 2:12:41 PM,0,0
,Mixed / non conventional,24,31,49,56,103.41,0.04,100.66,-41.638,371.731,250,-923.24,0,0,0,0,0,0,0,0,24,31,49,56,0,0,0,0,3,0,591,220,1.591,0,0,,1,1,0,10.13,0,12.21,15.3,11/7/2025 2:12:43 PM,0,0
,Mixed / non conventional,24,31,56,63,125.78,0,-120.41,-23.375,371.731,250,-2000.36,0,0,0,0,0,0,0,0,24,31,56,63,0,0,0,0,3,0,591,220,1.591,0,0,,1,2,0,10.13,0,12.21,15.3,11/7/2025 2:12:43 PM,0,1
,Mixed / non conventional,24,31,63,70,193.31,0.17,127.63,-19.524,371.731,250,-3680.66,0,0,0,0,0,0,0,0,24,31,63,70,0,0,0,0,3,0,591,220,1.591,0,0,,1,3,0,10.13,0,12.21,15.3,11/7/2025 2:12:43 PM,0,0
,Mixed / non conventional,24,31,70,5,77.42,0.05,-286.59,-82.777,371.731,250,-347.68,0,0,0,0,0,0,0,0,24,31,70,5,0,0,0,0,3,0,591,220,1.591,0,0,,1,4,0,10.13,0,12.21,15.3,11/7/2025 2:12:43 PM,0,0
,Mixed / non conventional,24,31,5,12,99.53,0.06,205.88,-97.35,371.731,250,-380.07,0,0,0,0,0,0,0,0,24,31,5,12,0,0,0,0,3,0,591,220,1.591,0,0,,1,5,0,10.13,0,12.21,15.3,11/7/2025 2:12:43 PM,0,0
,Mixed / non conventional,24,31,12,19,160.75,0.05,-36.03,-817.569,371.731,250,-73.09,0,0,0,0,0,0,0,0,24,31,12,19,0,0,0,0,3,0,591,220,1.591,0,0,,1,6,0,10.13,0,12.21,15.3,11/7/2025 2:12:43 PM,0,0
,Mixed / non conventional,24,31,19,26,141.88,0.06,306.05,-1538.889,371.731,250,-34.27,0,0,0,0,0,0,0,0,24,31,19,26,0,0,0,0,3,0,591,220,1.591,0,0,,1,7,0,10.13,0,12.21,15.3,11/7/2025 2:12:43 PM,0,0
,Mixed / non conventional,24,31,26,33,144.6,0.03,-327.58,5893.389,371.731,250,9.12,0,0,0,0,0,0,0,0,24,31,26,33,0,0,0,0,3,0,591,220,1.591,0,0,,1,8,0,10.13,0,12.21,15.3,11/7/2025 2:12:43 PM,0,0
,Mixed / non conventional,24,31,33,40,142.74,0.04,83.92,-2877.856,372.28,250,-18.46,0,0,0,0,0,0,0,0,24,31,33,40,0,0,0,0,3,0,590,220,1.584,0,0,,1,1,0,10.13,0,12.19,15.3,11/7/2025 2:12:45 PM,0,0
,Mixed / non conventional,24,31,40,47,209.72,0.08,-49.8,-367.674,372.28,250,-212.35,0,0,0,0,0,0,0,0,24,31,40,47,0,0,0,0,3,0,590,220,1.584,0,0,,1,2,0,10.13,0,12.19,15.3,11/7/2025 2:12:45 PM,0,0
,Mixed / non conventional,24,31,47,54,134.22,0.09,78.69,-70.593,372.28,250,-707.82,0,0,0,0,0,0,0,0,24,31,47,54,0,0,0,0,3,0,590,220,1.584,0,0,,1,3,0,10.13,0,12.19,15.3,11/7/2025 2:12:45 PM,0,0
,Mixed / non conventional,24,31,54,61,73.82,0.03,-8.63,-16.789,372.28,250,-1636.83,0,0,0,0,0,0,0,0,24,31,54,61,0,0,0,0,3,0,590,220,1.584,0,0,,1,4,0,10.13,0,12.19,15.3,11/7/2025 2:12:45 PM,0,1
,Mixed / non conventional,24,31,61,68,237.66,0.11,24.46,-28.255,372.28,250,-3131.33,0,0,0,0,0,0,0,0,24,31,61,68,0,0,0,0,3,0,590,220,1.584,0,0,,1,5,0,10.13,0,12.19,15.3,11/7/2025 2:12:45 PM,0,0
,Mixed / non conventional,24,31,68,3,71.94,0.03,-170.96,-69.075,372.28,250,-387.74,0,0,0,0,0,0,0,0,24,31,68,3,0,0,0,0,3,0,590,220,1.584,0,0,,1,6,0,10.13,0,12.19,15.3,11/7/2025 2:12:45 PM,0,0
,Mixed / non conventional,24,31,3,10,100.49,0.03,180.29,-70.88,372.28,250,-527.79,0,0,0,0,0,0,0,0,24,31,3,10,0,0,0,0,3,0,590,220,1.584,0,0,,1,7,0,10.13,0,12.19,15.3,11/7/2025 2:12:46 PM,0,0
,Mixed / non conventional,24,31,10,17,145.91,0.04,-170.75,-411.665,372.28,250,-131.95,0,0,0,0,0,0,0,0,24,31,10,17,0,0,0,0,3,0,590,220,1.584,0,0,,1,8,0,10.13,0,12.19,15.3,11/7/2025 2:12:46 PM,0,0
,Mixed / non conventional,25,32,39,46,256.79,0.05,-2.63,-711.998,365.851,250,-131.95,0,0,0,0,0,0,0,0,25,32,39,46,0,0,0,0,3,0,596,218,1.628,0,0,,1,1,0,10.13,0,12.21,15.3,11/7/2025 2:12:48 PM,0,0
,Mixed / non conventional,25,32,46,53,161.15,0.07,3.13,-111.705,365.851,250,-527.79,0,0,0,0,0,0,0,0,25,32,46,53,0,0,0,0,3,0,596,218,1.628,0,0,,1,2,0,10.13,0,12.21,15.3,11/7/2025 2:12:48 PM,0,0
,Mixed / non conventional,25,32,53,60,85.46,0.11,27.1,-23.696,365.851,250,-1319.47,0,0,0,0,0,0,0,0,25,32,53,60,0,0,0,0,3,0,596,218,1.628,0,0,,1,3,0,10.13,0,12.21,15.3,11/7/2025 2:12:48 PM,0,1
,Mixed / non conventional,25,32,60,67,228.92,0.11,-34.19,-31.737,365.851,250,-2638.94,0,0,0,0,0,0,0,0,25,32,60,67,0,0,0,0,3,0,596,218,1.628,0,0,,1,4,0,10.13,0,12.21,15.3,11/7/2025 2:12:48 PM,0,0
,Mixed / non conventional,25,32,67,2,78.21,0.41,-121.1,-67.888,365.851,250,-421.5,0,0,0,0,0,0,0,0,25,32,67,2,0,0,0,0,3,0,596,218,1.628,0,0,,1,5,0,10.13,0,12.21,15.3,11/7/2025 2:12:48 PM,0,0
,Mixed / non conventional,25,32,2,9,106.08,0.11,193.89,-54.83,365.851,250,-707.82,0,0,0,0,0,0,0,0,25,32,2,9,0,0,0,0,3,0,596,218,1.628,0,0,,1,6,0,10.13,0,12.21,15.3,11/7/2025 2:12:48 PM,0,0
,Mixed / non conventional,25,32,9,16,138.31,0.03,-87.14,-238.3,365.851,250,-212.35,0,0,0,0,0,0,0,0,25,32,9,16,0,0,0,0,3,0,596,218,1.628,0,0,,1,7,0,10.13,0,12.21,15.3,11/7/2025 2:12:48 PM,0,0
,Mixed / non conventional,25,32,16,23,152.94,0.05,-89.84,-3030.351,365.851,250,-18.46,0,0,0,0,0,0,0,0,25,32,16,23,0,0,0,0,3,0,596,218,1.628,0,0,,1,8,0,10.13,0,12.21,15.3,11/7/2025 2:12:48 PM,0,0
,Mixed / non conventional,25,32,23,30,162.1,0.04,531.54,6519.123,366.81,250,9.12,0,0,0,0,0,0,0,0,25,32,23,30,0,0,0,0,3,0,595,218,1.622,0,0,,1,1,0,10.1,0,12.21,15.3,11/7/2025 2:12:50 PM,0,0
,Mixed / non conventional,25,32,30,37,135.4,0.07,-325.97,-1449.213,366.81,250,-34.27,0,0,0,0,0,0,0,0,25,32,30,37,0,0,0,0,3,0,595,218,1.622,0,0,,1,2,0,10.1,0,12.21,15.3,11/7/2025 2:12:50 PM,0,0
,Mixed / non conventional,25,32,37,44,284.02,0.04,46.6,-1425.39,366.81,250,-73.09,0,0,0,0,0,0,0,0,25,32,37,44,0,0,0,0,3,0,595,218,1.622,0,0,,1,3,0,10.1,0,12.21,15.3,11/7/2025 2:12:50 PM,0,0
,Mixed / non conventional,25,32,44,51,175.54,0.06,-82.06,-169.417,366.81,250,-380.07,0,0,0,0,0,0,0,0,25,32,44,51,0,0,0,0,3,0,595,218,1.622,0,0,,1,4,0,10.1,0,12.21,15.3,11/7/2025 2:12:50 PM,0,0
,Mixed / non conventional,25,32,51,58,104.44,0.04,79.74,-36.652,366.81,250,-1045.19,0,0,0,0,0,0,0,0,25,32,51,58,0,0,0,0,3,0,595,218,1.622,0,0,,1,5,0,10.1,0,12.21,15.3,11/7/2025 2:12:50 PM,0,1
,Mixed / non conventional,25,32,58,65,183.97,0.11,-145.95,-30.668,366.81,250,-2200.4,0,0,0,0,0,0,0,0,25,32,58,65,0,0,0,0,3,0,595,218,1.622,0,0,,1,6,0,10.1,0,12.21,15.3,11/7/2025 2:12:50 PM,0,0
,Mixed / non conventional,25,32,65,72,112.62,0.13,87.25,-10.386,366.81,250,-3977.64,0,0,0,0,0,0,0,0,25,32,65,72,0,0,0,0,3,0,595,218,1.622,0,0,,1,7,0,10.1,0,12.21,15.3,11/7/2025 2:12:50 PM,0,0
,Mixed / non conventional,25,32,72,7,87.87,0,-216.24,-98.897,366.81,250,-325.91,0,0,0,0,0,0,0,0,25,32,72,7,0,0,0,0,3,0,595,218,1.622,0,0,,1,8,0,10.1,0,12.21,15.3,11/7/2025 2:12:50 PM,0,0
,Mixed / non conventional,25,32,7,14,115.08,0.03,153.39,-133.01,366.81,250,-317.36,0,0,0,0,0,0,0,0,25,32,7,14,0,0,0,0,3,0,595,218,1.622,0,0,,1,9,0,10.1,0,12.21,15.3,11/7/2025 2:12:50 PM,0,0
,Mixed / non conventional,25,32,14,21,183.76,0.03,-109.65,-1327.453,366.81,250,-50.78,0,0,0,0,0,0,0,0,25,32,14,21,0,0,0,0,3,0,595,218,1.622,0,0,,1,10,0,10.1,0,12.21,15.3,11/7/2025 2:12:50 PM,0,0
,Mixed / non conventional,25,32,21,28,198.49,0.07,435.21,879.437,367.465,250,82.94,0,0,0,0,0,0,0,0,25,32,21,28,0,0,0,0,3,0,590,217,1.606,0,0,,1,1,0,10.13,0,12.19,15.3,11/7/2025 2:12:53 PM,0,0
,Mixed / non conventional,25,32,28,35,143.51,0.04,-347.82,2657.772,367.465,250,19.84,0,0,0,0,0,0,0,0,25,32,28,35,0,0,0,0,3,0,590,217,1.606,0,0,,1,2,0,10.13,0,12.19,15.3,11/7/2025 2:12:53 PM,0,0
,Mixed / non conventional,25,32,35,42,141.53,0,111.12,-1590.563,367.465,250,-32.7,0,0,0,0,0,0,0,0,25,32,35,42,0,0,0,0,3,0,590,217,1.606,0,0,,1,3,0,10.13,0,12.19,15.3,11/7/2025 2:12:53 PM,0,0
,Mixed / non conventional,25,32,42,49,200.12,0.06,-135.6,-281.115,367.465,250,-261.59,0,0,0,0,0,0,0,0,25,32,42,49,0,0,0,0,3,0,590,217,1.606,0,0,,1,4,0,10.13,0,12.19,15.3,11/7/2025 2:12:53 PM,0,0
,Mixed / non conventional,25,32,49,56,120.89,0.05,102.53,-54.783,367.465,250,-810.92,0,0,0,0,0,0,0,0,25,32,49,56,0,0,0,0,3,0,590,217,1.606,0,0,,1,5,0,10.13,0,12.19,15.3,11/7/2025 2:12:53 PM,0,0
,Mixed / non conventional,25,32,56,63,132.85,0.13,-119.3,-26.933,367.465,250,-1812.63,0,0,0,0,0,0,0,0,25,32,56,63,0,0,0,0,3,0,590,217,1.606,0,0,,1,6,0,10.13,0,12.19,15.3,11/7/2025 2:12:53 PM,0,1
,Mixed / non conventional,25,32,63,70,200.63,0.07,127.89,-21.692,367.465,250,-3398.69,0,0,0,0,0,0,0,0,25,32,63,70,0,0,0,0,3,0,590,217,1.606,0,0,,1,7,0,10.13,0,12.19,15.3,11/7/2025 2:12:53 PM,0,0
,Mixed / non conventional,25,32,70,5,83.68,0.05,-300.71,-83.47,367.465,250,-368.37,0,0,0,0,0,0,0,0,25,32,70,5,0,0,0,0,3,0,590,217,1.606,0,0,,1,8,0,10.13,0,12.19,15.3,11/7/2025 2:12:53 PM,0,0
,Mixed / non conventional,25,32,5,12,106.41,0.06,207.06,-86.882,367.465,250,-450.08,0,0,0,0,0,0,0,0,25,32,5,12,0,0,0,0,3,0,590,217,1.606,0,0,,1,9,0,10.13,0,12.19,15.3,11/7/2025 2:12:53 PM,0,0
,Mixed / non conventional,25,32,12,19,169.62,0.03,-31.54,-623.173,367.465,250,-100.02,0,0,0,0,0,0,0,0,25,32,12,19,0,0,0,0,3,0,590,217,1.606,0,0,,1,10,0,10.13,0,12.19,15.3,11/7/2025 2:12:53 PM,0,0
,Mixed / non conventional,25,32,19,26,128.3,0,307.79,-3035.044,199.883,250,-8.45,0,0,0,0,0,0,0,0,25,32,19,26,0,0,0,0,3,0,319,64,1.596,0,0,,1,1,0,12.28,0,12.21,15.8,11/7/2025 2:12:55 PM,0,0
,Mixed / non conventional,25,32,26,33,145.1,0,-330.12,7885.617,199.883,250,3.68,0,0,0,0,0,0,0,0,25,32,26,33,0,0,0,0,3,0,319,64,1.596,0,0,,1,2,0,12.28,0,12.21,15.8,11/7/2025 2:12:55 PM,0,0
,Mixed / non conventional,25,32,33,40,156.23,0.03,86.59,-4059.005,199.883,250,-7.69,0,0,0,0,0,0,0,0,25,32,33,40,0,0,0,0,3,0,319,64,1.596,0,0,,1,3,0,12.28,0,12.21,15.8,11/7/2025 2:12:55 PM,0,0
,Mixed / non conventional,25,32,40,47,237.24,0.06,-48.27,-280.165,199.883,250,-169.26,0,0,0,0,0,0,0,0,25,32,40,47,0,0,0,0,3,0,319,64,1.596,0,0,,1,4,0,12.28,0,12.21,15.8,11/7/2025 2:12:55 PM,0,0
,Mixed / non conventional,25,32,47,54,151.55,0.12,80.55,-49.371,199.883,250,-613.57,0,0,0,0,0,0,0,0,25,32,47,54,0,0,0,0,3,0,319,64,1.596,0,0,,1,5,0,12.28,0,12.21,15.8,11/7/2025 2:12:55 PM,0,1
,Mixed / non conventional,25,32,54,61,85.97,0.09,-8.3,-21.512,368.46,250,-1472.57,0,0,0,0,0,0,0,0,25,32,54,61,0,0,0,0,3,0,595,219,1.615,0,0,,1,1,0,10.13,0,12.19,15.3,11/7/2025 2:12:57 PM,0,1
,Mixed / non conventional,25,32,61,68,238.94,0.11,25.31,-30.589,368.46,250,-2878.21,0,0,0,0,0,0,0,0,25,32,61,68,0,0,0,0,3,0,595,219,1.615,0,0,,1,2,0,10.13,0,12.19,15.3,11/7/2025 2:12:57 PM,0,0
,Mixed / non conventional,25,32,68,3,78.59,0.04,-186.24,-71.402,368.46,250,-405.53,0,0,0,0,0,0,0,0,25,32,68,3,0,0,0,0,3,0,595,219,1.615,0,0,,1,3,0,10.13,0,12.19,15.3,11/7/2025 2:12:57 PM,0,0
,Mixed / non conventional,25,32,3,10,107.8,0.06,182.46,-64.737,368.46,250,-613.57,0,0,0,0,0,0,0,0,25,32,3,10,0,0,0,0,3,0,595,219,1.615,0,0,,1,4,0,10.13,0,12.19,15.3,11/7/2025 2:12:57 PM,0,0
,Mixed / non conventional,25,32,10,17,152.26,0,-164.56,-331.45,368.46,250,-169.26,0,0,0,0,0,0,0,0,25,32,10,17,0,0,0,0,3,0,595,219,1.615,0,0,,1,5,0,10.13,0,12.19,15.3,11/7/2025 2:12:57 PM,0,0
,Mixed / non conventional,25,32,17,24,122.19,0.03,-38.86,-5851.591,368.46,250,-7.69,0,0,0,0,0,0,0,0,25,32,17,24,0,0,0,0,3,0,595,219,1.615,0,0,,1,6,0,10.13,0,12.19,15.3,11/7/2025 2:12:57 PM,0,0
