    P+   P-        C+   C-  Normalised_Error  Observed_Rho_a  Calculated_Rho_a  Original_Weight  Final_Weight    C
   81   86        49   54       -0.08014         1000.27686      996.87463         0.23523E+02    0.23523E+02    0
   82   87        49   54        0.06337         1014.27782     1017.13050         0.22562E+02    0.22562E+02    0
   83   88        49   54       -0.19501         1049.23602     1039.91668         0.21858E+02    0.21858E+02    0
   84   89        49   54       -0.30568         1043.35627     1028.04410         0.20675E+02    0.20675E+02    0
   85   90        49   54       -0.23777         1010.94177      998.48386         0.19175E+02    0.19175E+02    0
   86   91        49   54       -0.36010          990.06722      970.28692         0.17843E+02    0.17843E+02    0
   87   92        49   54       -0.16926          940.55966      930.77196         0.16181E+02    0.16181E+02    0
   88   93        49   54       -0.02120          875.23553      873.94469         0.14363E+02    0.14363E+02    0
   89   94        49   54        0.25990          805.95015      822.78591         0.12571E+02    0.12571E+02    0
   90   95        49   54        0.44046          751.08993      781.57365         0.11071E+02    0.11071E+02    0
   91   96        49   54        0.60024          685.47268      729.98107         0.95413E+01    0.95413E+01    0
   56   61        50   55        3.40808          362.35705      404.67338         0.33333E+02    0.30856E+02    1
   57   62        50   55        0.13549          478.44678      480.39563         0.33331E+02    0.33331E+02    0
   58   63        50   55       -0.87633          559.01759      540.30744         0.33328E+02    0.25742E+02    1
   59   64        50   55       -1.21611          634.18161      600.77594         0.33323E+02    0.22473E+02    1
   60   65        50   55       -1.06728          693.77992      660.63708         0.33314E+02    0.21803E+02    1
   61   66        50   55       -1.02778          762.12554      726.14538         0.33302E+02    0.21252E+02    1
   62   67        50   55       -0.98587          815.67288      778.65603         0.33283E+02    0.21227E+02    1
   63   68        50   55       -0.89351          878.58124      842.95682         0.33259E+02    0.21586E+02    1
   64   69        50   55       -0.92116          949.89051      910.91447         0.33229E+02    0.21986E+02    1
   65   70        50   55       -0.85308         1010.83570      974.25459         0.33189E+02    0.23144E+02    1
   66   71        50   55       -0.72782         1049.08880     1019.21568         0.33131E+02    0.25194E+02    1
   67   72        50   55       -0.77214         1120.75960     1088.71056         0.33073E+02    0.26614E+02    1
   68   73        50   55       -0.58404         1169.18501     1146.78109         0.32990E+02    0.30186E+02    1
   69   74        50   55       -0.63280         1195.29577     1172.24147         0.32874E+02    0.32491E+02    1
   70   75        50   55       -0.19488         1166.03692     1159.10280         0.32673E+02    0.32673E+02    0
   71   76        50   55       -0.14731         1156.62821     1151.38659         0.32433E+02    0.32433E+02    0
   72   77        50   55       -0.35733         1142.89976     1130.25525         0.32119E+02    0.32119E+02    0
   73   78        50   55       -0.08611         1073.58329     1070.65876         0.31567E+02    0.31567E+02    0
   74   79        50   55       -0.43215         1082.36504     1067.43835         0.31120E+02    0.31120E+02    0
   75   80        50   55       -0.47100         1076.96170     1060.47852         0.30538E+02    0.30538E+02    0
   76   81        50   55       -0.57330         1073.80999     1053.39756         0.29871E+02    0.29871E+02    0
   77   82        50   55       -0.48398         1050.66069     1033.25976         0.28980E+02    0.28980E+02    0
   78   83        50   55       -0.34542         1030.37430     1017.72966         0.27974E+02    0.27974E+02    0
   79   84        50   55       -0.24013         1016.66112     1007.62848         0.26907E+02    0.26907E+02    0
   80   85        50   55       -0.20122         1015.41000     1007.54397         0.25875E+02    0.25875E+02    0
   81   86        50   55       -0.22735         1025.91385     1016.59615         0.24918E+02    0.24918E+02    0
   82   87        50   55       -0.08484         1041.60867     1037.93249         0.23996E+02    0.23996E+02    0
   83   88        50   55       -0.35652         1078.29509     1061.92227         0.23301E+02    0.23301E+02    0
   84   89        50   55       -0.47502         1073.29965     1050.51598         0.22139E+02    0.22139E+02    0
   85   90        50   55       -0.38412         1040.16385     1020.98125         0.20636E+02    0.20636E+02    0
   86   91        50   55       -0.51785         1019.69248      992.67682         0.19286E+02    0.19286E+02    0
   87   92        50   55       -0.30568          969.29647      952.58211         0.17574E+02    0.17574E+02    0
   88   93        50   55       -0.14155          902.72470      894.61034         0.15676E+02    0.15676E+02    0
   89   94        50   55        0.20240          830.08776      842.39606         0.13751E+02    0.13751E+02    0
   90   95        50   55        0.35336          777.43344      800.30535         0.12187E+02    0.12187E+02    0
   91   96        50   55        0.58900          706.59515      747.43632         0.10482E+02    0.10482E+02    0
   57   62        51   56        3.81463          350.73678      404.22139         0.33333E+02    0.26877E+02    1
   58   63        51   56        0.56277          464.37408      472.28125         0.33331E+02    0.33331E+02    0
   59   64        51   56       -0.99021          561.86069      540.02375         0.33328E+02    0.24979E+02    1
   60   65        51   56       -1.05240          633.86678      605.25016         0.33323E+02    0.22781E+02    1
   61   66        51   56       -1.08372          709.92865      675.25588         0.33315E+02    0.21643E+02    1
   62   67        51   56       -1.07106          770.48979      732.74376         0.33302E+02    0.21323E+02    1
   63   68        51   56       -0.97582          838.19258      801.07323         0.33286E+02    0.21543E+02    1
   64   69        51   56       -1.00970          914.79778      873.37641         0.33265E+02    0.21791E+02    1
   65   70        51   56       -0.92647          979.71448      940.81051         0.33236E+02    0.22865E+02    1
   66   71        51   56       -0.80001         1022.86341      990.31547         0.33193E+02    0.24739E+02    1
   67   72        51   56       -0.84456         1099.32808     1064.14598         0.33149E+02    0.25965E+02    1
   68   73        51   56       -0.64363         1151.48734     1126.44473         0.33086E+02    0.29272E+02    1
   69   74        51   56       -0.65694         1181.39015     1157.02219         0.32997E+02    0.31520E+02    1
   70   75        51   56       -0.21772         1156.20551     1148.56630         0.32843E+02    0.32843E+02    0
   71   76        51   56       -0.13509         1149.74141     1144.99491         0.32655E+02    0.32655E+02    0
   72   77        51   56       -0.28155         1137.13642     1127.29874         0.32403E+02    0.32403E+02    0
   73   78        51   56       -0.01441         1070.65808     1070.17546         0.31960E+02    0.31960E+02    0
   74   79        51   56       -0.39377         1082.66551     1069.25550         0.31594E+02    0.31594E+02    0
   75   80        51   56       -0.41740         1078.73773     1064.35943         0.31106E+02    0.31106E+02    0
   76   81        51   56       -0.53243         1077.78934     1059.16325         0.30542E+02    0.30542E+02    0
   77   82        51   56       -0.46641         1056.90449     1040.47877         0.29777E+02    0.29777E+02    0
   78   83        51   56       -0.34412         1038.44367     1026.15047         0.28896E+02    0.28896E+02    0
   79   84        51   56       -0.29127         1027.56929     1016.91686         0.27951E+02    0.27951E+02    0
   80   85        51   56       -0.21310         1025.74183     1017.67488         0.26990E+02    0.26990E+02    0
   81   86        51   56       -0.24205         1037.22477     1027.64711         0.26092E+02    0.26092E+02    0
   82   87        51   56       -0.08364         1053.53029     1050.04022         0.25207E+02    0.25207E+02    0
   83   88        51   56       -0.36860         1091.46851     1075.18971         0.24529E+02    0.24529E+02    0
   84   89        51   56       -0.40800         1083.24995     1064.49110         0.23356E+02    0.23356E+02    0
   85   90        51   56       -0.40845         1054.82690     1035.35715         0.21924E+02    0.21924E+02    0
   86   91        51   56       -0.56188         1035.17863     1007.29144         0.20575E+02    0.20575E+02    0
   87   92        51   56       -0.33198          984.23090      967.03257         0.18832E+02    0.18832E+02    0
   88   93        51   56       -0.16312          917.27047      908.44800         0.16877E+02    0.16877E+02    0
   89   94        51   56        0.17382          845.71968      855.65072         0.14889E+02    0.14889E+02    0
   90   95        51   56        0.36152          791.11336      813.06421         0.13209E+02    0.13209E+02    0
   91   96        51   56        0.57453          722.12219      759.36361         0.11425E+02    0.11425E+02    0
   58   63        52   57        4.16497          335.91341      397.18692         0.33333E+02    0.24858E+02    1
   59   64        52   57        0.37983          468.71001      474.08187         0.33331E+02    0.33331E+02    0
   60   65        52   57       -0.72539          560.53669      544.82136         0.33328E+02    0.25509E+02    1
   61   66        52   57       -0.99562          647.21596      619.42737         0.33323E+02    0.22687E+02    1
   62   67        52   57       -1.07119          716.34807      681.92431         0.33315E+02    0.21751E+02    1
   63   68        52   57       -0.99528          789.51043      754.14004         0.33304E+02    0.21714E+02    1
   64   69        52   57       -1.03795          871.15174      830.61215         0.33289E+02    0.21781E+02    1
   65   70        52   57       -0.97348          941.51722      901.87573         0.33268E+02    0.22631E+02    1
   66   71        52   57       -0.84027          989.26834      955.70419         0.33237E+02    0.24343E+02    1
   67   72        52   57       -0.87716         1069.93057     1033.63254         0.33205E+02    0.25414E+02    1
   68   73        52   57       -0.66224         1125.84939     1099.96239         0.33157E+02    0.28469E+02    1
   69   74        52   57       -0.68635         1161.73667     1135.72739         0.33091E+02    0.30312E+02    1
   70   75        52   57       -0.20204         1139.13752     1132.17884         0.32972E+02    0.32972E+02    0
   71   76        52   57       -0.11680         1137.00330     1132.96483         0.32827E+02    0.32827E+02    0
   72   77        52   57       -0.23383         1126.99191     1118.94403         0.32628E+02    0.32628E+02    0
   73   78        52   57        0.03967         1063.32706     1064.63469         0.32276E+02    0.32276E+02    0
   74   79        52   57       -0.36191         1078.25047     1066.11630         0.31978E+02    0.31978E+02    0
   75   80        52   57       -0.39132         1076.65998     1063.39934         0.31576E+02    0.31576E+02    0
   76   81        52   57       -0.51679         1077.96726     1060.20445         0.31103E+02    0.31103E+02    0
   77   82        52   57       -0.46815         1059.28367     1043.12522         0.30456E+02    0.30456E+02    0
   78   83        52   57       -0.36828         1042.96859     1030.11396         0.29696E+02    0.29696E+02    0
   79   84        52   57       -0.28557         1031.97199     1021.80791         0.28851E+02    0.28851E+02    0
   80   85        52   57       -0.27057         1033.35566     1023.41758         0.27998E+02    0.27998E+02    0
   81   86        52   57       -0.30442         1045.93525     1034.28132         0.27169E+02    0.27169E+02    0
   82   87        52   57       -0.14030         1063.30051     1057.65181         0.26340E+02    0.26340E+02    0
   83   88        52   57       -0.44062         1102.62947     1083.87976         0.25691E+02    0.25691E+02    0
   84   89        52   57       -0.57159         1099.19991     1073.96266         0.24609E+02    0.24609E+02    0
   85   90        52   57       -0.49907         1068.12492     1045.38146         0.23188E+02    0.23188E+02    0
   86   91        52   57       -0.66177         1048.97907     1017.69148         0.21855E+02    0.21855E+02    0
   87   92        52   57       -0.46678         1000.35977      977.43965         0.20138E+02    0.20138E+02    0
   88   93        52   57       -0.23724          930.58659      918.47871         0.18115E+02    0.18115E+02    0
   89   94        52   57        0.11531          859.12140      865.31123         0.16062E+02    0.16062E+02    0
   90   95        52   57        0.31626          804.40666      822.39761         0.14298E+02    0.14298E+02    0
   91   96        52   57        0.55883          734.20927      768.06939         0.12395E+02    0.12395E+02    0
   59   64        53   58        3.70552          351.38818      394.76963         0.33333E+02    0.31831E+02    1
   60   65        53   58        0.25191          473.72529      477.31920         0.33331E+02    0.33331E+02    0
   61   66        53   58       -0.87838          578.51381      558.19776         0.33329E+02    0.24571E+02    1
   62   67        53   58       -1.15109          660.02638      626.77046         0.33324E+02    0.22265E+02    1
   63   68        53   58       -1.12159          740.90694      703.72348         0.33316E+02    0.21783E+02    1
   64   69        53   58       -1.18865          829.59566      785.10716         0.33307E+02    0.21566E+02    1
   65   70        53   58       -1.12935          905.63461      860.73697         0.33293E+02    0.22211E+02    1
   66   71        53   58       -1.00128          958.98048      919.27997         0.33271E+02    0.23682E+02    1
   67   72        53   58       -1.03652         1044.92863     1001.71540         0.33247E+02    0.24542E+02    1
   68   73        53   58       -0.81256         1104.87135     1072.45184         0.33213E+02    0.27284E+02    1
   69   74        53   58       -0.82774         1146.29143     1113.87506         0.33164E+02    0.28854E+02    1
   70   75        53   58       -0.39491         1129.05415     1115.65419         0.33076E+02    0.33076E+02    0
   71   76        53   58       -0.25245         1129.82658     1121.20771         0.32966E+02    0.32966E+02    0
   72   77        53   58       -0.35251         1123.21280     1111.21125         0.32814E+02    0.32814E+02    0
   73   78        53   58       -0.06425         1062.02731     1059.93264         0.32542E+02    0.32542E+02    0
   74   79        53   58       -0.48688         1080.23325     1064.07571         0.32307E+02    0.32307E+02    0
   75   80        53   58       -0.50346         1080.65349     1063.77591         0.31984E+02    0.31984E+02    0
   76   81        53   58       -0.63122         1084.25127     1062.80685         0.31599E+02    0.31599E+02    0
   77   82        53   58       -0.60557         1068.12194     1047.50284         0.31066E+02    0.31066E+02    0
   78   83        53   58       -0.52831         1054.09978     1035.95735         0.30431E+02    0.30431E+02    0
   79   84        53   58       -0.45681         1044.63871     1028.69762         0.29706E+02    0.29706E+02    0
   80   85        53   58       -0.45031         1047.44298     1031.28079         0.28958E+02    0.28958E+02    0
   81   86        53   58       -0.49087         1061.47833     1043.17157         0.28216E+02    0.28216E+02    0
   82   87        53   58       -0.31923         1080.16530     1067.68004         0.27458E+02    0.27458E+02    0
   83   88        53   58       -0.64012         1121.57693     1095.15940         0.26855E+02    0.26855E+02    0
   84   89        53   58       -0.77239         1119.05762     1086.10793         0.25844E+02    0.25844E+02    0
   85   90        53   58       -0.69221         1088.43373     1058.10950         0.24498E+02    0.24498E+02    0
   86   91        53   58       -0.86873         1070.12508     1030.81194         0.23210E+02    0.23210E+02    0
   87   92        53   58       -0.62226         1019.61719      990.52953         0.21500E+02    0.21500E+02    0
   88   93        53   58       -0.50673          955.53227      931.08484         0.19551E+02    0.19551E+02    0
   89   94        53   58       -0.02732          878.82607      877.44639         0.17387E+02    0.17387E+02    0
   90   95        53   58        0.19981          823.47087      834.12531         0.15543E+02    0.15543E+02    0
   91   96        53   58        0.47137          752.36641      779.03968         0.13530E+02    0.13530E+02    0
   60   65        54   59        4.10352          344.61852      399.22118         0.33333E+02    0.27900E+02    1
   61   66        54   59        0.40960          480.73861      486.68272         0.33331E+02    0.33331E+02    0
   62   67        54   59       -0.96187          584.31518      561.41958         0.33329E+02    0.24064E+02    1
   63   68        54   59       -1.14080          677.31842      643.49538         0.33324E+02    0.22270E+02    1
   64   69        54   59       -1.30038          775.96743      730.34383         0.33318E+02    0.21460E+02    1
   65   70        54   59       -1.25393          858.66188      810.79322         0.33308E+02    0.21860E+02    1
   66   71        54   59       -1.14929          919.16151      874.38343         0.33294E+02    0.23012E+02    1
   67   72        54   59       -1.18071         1010.61448      961.44618         0.33277E+02    0.23673E+02    1
   68   73        54   59       -0.94096         1074.71094     1036.71587         0.33252E+02    0.26142E+02    1
   69   74        54   59       -0.94892         1122.32820     1084.19066         0.33216E+02    0.27448E+02    1
   70   75        54   59       -0.48683         1108.50644     1091.88209         0.33152E+02    0.32218E+02    1
   71   76        54   59       -0.30890         1113.09150     1102.74231         0.33069E+02    0.33069E+02    0
   72   77        54   59       -0.35946         1109.37168     1097.33602         0.32953E+02    0.32953E+02    0
   73   78        54   59       -0.04737         1051.27559     1049.75587         0.32743E+02    0.32743E+02    0
   74   79        54   59       -0.49534         1073.12953     1056.92618         0.32558E+02    0.32558E+02    0
   75   80        54   59       -0.46113         1074.64017     1059.40542         0.32297E+02    0.32297E+02    0
   76   81        54   59       -0.57463         1080.69662     1061.00611         0.31984E+02    0.31250E+02    1
   77   82        54   59       -0.59323         1068.06267     1047.83940         0.31550E+02    0.31033E+02    1
   78   83        54   59       -0.54511         1056.47361     1038.07115         0.31021E+02    0.31021E+02    0
   79   84        54   59       -0.48337         1048.64971     1032.11018         0.30404E+02    0.30404E+02    0
   80   85        54   59       -0.45968         1051.99343     1035.86308         0.29749E+02    0.29749E+02    0
   81   86        54   59       -0.50032         1067.13397     1048.93641         0.29089E+02    0.29089E+02    0
   82   87        54   59       -0.33011         1087.25720     1074.69502         0.28405E+02    0.28405E+02    0
   83   88        54   59       -0.65334         1129.73140     1103.53271         0.27845E+02    0.27845E+02    0
   84   89        54   59       -0.80273         1128.71103     1095.54443         0.26915E+02    0.26915E+02    0
   85   90        54   59       -0.71212         1098.43508     1068.35975         0.25651E+02    0.25651E+02    0
   86   91        54   59       -0.90297         1080.90232     1041.66355         0.24420E+02    0.24420E+02    0
   87   92        54   59       -0.66743         1031.36119     1001.56321         0.22765E+02    0.22765E+02    0
   88   93        54   59       -0.47582          963.67128      941.86251         0.20787E+02    0.20787E+02    0
   89   94        54   59       -0.09588          892.52159      887.95150         0.18676E+02    0.18676E+02    0
   90   95        54   59        0.17715          835.50390      844.38689         0.16751E+02    0.16751E+02    0
   91   96        54   59        0.47151          763.71011      788.70796         0.14639E+02    0.14639E+02    0
   61   66        55   60        4.33292          349.01201      411.49098         0.33333E+02    0.26311E+02    1
   62   67        55   60        0.37730          485.09067      490.61300         0.33331E+02    0.33331E+02    0
   63   68        55   60       -0.84134          597.52349      577.40461         0.33329E+02    0.24565E+02    1
   64   69        55   60       -1.27732          709.76054      669.93057         0.33325E+02    0.22117E+02    1
   65   70        55   60       -1.31761          802.23380      755.49032         0.33319E+02    0.21948E+02    1
   66   71        55   60       -1.24691          870.55733      824.15910         0.33309E+02    0.22766E+02    1
   67   72        55   60       -1.28642          967.95969      915.74500         0.33298E+02    0.23199E+02    1
   68   73        55   60       -1.05527         1037.61258      995.31655         0.33280E+02    0.25357E+02    1
   69   74        55   60       -1.06937         1092.21623     1048.83234         0.33255E+02    0.26384E+02    1
   70   75        55   60       -0.62252         1084.44069     1062.54110         0.33208E+02    0.30514E+02    1
   71   76        55   60       -0.45089         1093.94597     1078.84010         0.33147E+02    0.32427E+02    1
   72   77        55   60       -0.44150         1092.84265     1078.20091         0.33059E+02    0.32732E+02    1
   73   78        55   60       -0.10853         1038.00581     1034.58726         0.32900E+02    0.32900E+02    0
   74   79        55   60       -0.54122         1063.06758     1044.85088         0.32755E+02    0.31312E+02    1
   75   80        55   60       -0.50574         1067.43849     1050.20203         0.32550E+02    0.31066E+02    1
   76   81        55   60       -0.61144         1076.19637     1054.47767         0.32300E+02    0.29991E+02    1
   77   82        55   60       -0.62832         1065.81969     1043.59190         0.31948E+02    0.29813E+02    1
   78   83        55   60       -0.60724         1056.93507     1035.71059         0.31515E+02    0.29934E+02    1
   79   84        55   60       -0.58437         1051.05011     1031.10076         0.31000E+02    0.30495E+02    1
   80   85        55   60       -0.59465         1056.63484     1036.02385         0.30443E+02    0.30187E+02    1
   81   86        55   60       -0.65491         1073.53665     1050.24242         0.29870E+02    0.29853E+02    1
   82   87        55   60       -0.46391         1094.37643     1077.16276         0.29261E+02    0.29261E+02    0
   83   88        55   60       -0.80206         1138.59047     1107.27007         0.28754E+02    0.28754E+02    0
   84   89        55   60       -0.96126         1138.96976     1100.41435         0.27913E+02    0.27913E+02    0
   85   90        55   60       -0.89004         1110.52027     1074.19380         0.26761E+02    0.26761E+02    0
   86   91        55   60       -1.09794         1094.15309     1048.23629         0.25610E+02    0.25610E+02    0
   87   92        55   60       -0.83252         1044.05321     1008.49130         0.24023E+02    0.24023E+02    0
   88   93        55   60       -0.63715          976.53273      948.77491         0.22095E+02    0.22095E+02    0
   89   94        55   60       -0.23958          905.59557      894.80860         0.19994E+02    0.19994E+02    0
   90   95        55   60        0.02133          850.16897      851.17421         0.18054E+02    0.18054E+02    0
   91   96        55   60        0.34642          777.93851      795.11192         0.15865E+02    0.15865E+02    0
   62   67        56   61        4.41607          348.24167      413.52072         0.33333E+02    0.25703E+02    1
   63   68        56   61        0.73616          494.49681      505.53983         0.33331E+02    0.33331E+02    0
   64   69        56   61       -0.96603          629.41067      604.87642         0.33329E+02    0.24297E+02    1
   65   70        56   61       -1.25262          736.72968      697.12429         0.33326E+02    0.22669E+02    1
   66   71        56   61       -1.28069          816.56458      772.07618         0.33319E+02    0.22860E+02    1
   67   72        56   61       -1.35155          922.00651      869.29149         0.33312E+02    0.22957E+02    1
   68   73        56   61       -1.12967          998.34975      953.96625         0.33300E+02    0.24841E+02    1
   69   74        56   61       -1.16673         1061.69020     1014.27391         0.33282E+02    0.25536E+02    1
   70   75        56   61       -0.70613         1059.75143     1034.54249         0.33250E+02    0.29330E+02    1
   71   76        56   61       -0.50333         1074.01415     1056.81678         0.33206E+02    0.31182E+02    1
   72   77        56   61       -0.43861         1076.14116     1061.38515         0.33141E+02    0.31768E+02    1
   73   78        56   61       -0.08450         1024.55646     1021.93819         0.33022E+02    0.33022E+02    0
   74   79        56   61       -0.52311         1053.60004     1035.65545         0.32912E+02    0.30452E+02    1
   75   80        56   61       -0.45206         1059.83687     1044.21557         0.32752E+02    0.30444E+02    1
   76   81        56   61       -0.55047         1071.31869     1051.49343         0.32555E+02    0.29470E+02    1
   77   82        56   61       -0.57384         1063.77745     1043.12513         0.32276E+02    0.29270E+02    1
   78   83        56   61       -0.56883         1057.68781     1037.34472         0.31928E+02    0.29290E+02    1
   79   84        56   61       -0.56986         1054.32892     1034.26356         0.31507E+02    0.29657E+02    1
   80   85        56   61       -0.58211         1061.37521     1040.55071         0.31040E+02    0.29377E+02    1
   81   86        56   61       -0.63728         1079.51884     1056.13904         0.30549E+02    0.29105E+02    1
   82   87        56   61       -0.45884         1101.20238     1084.49753         0.30017E+02    0.30017E+02    0
   83   88        56   61       -0.78582         1147.08002     1116.17243         0.29567E+02    0.28770E+02    1
   84   89        56   61       -0.97545         1149.31967     1110.57094         0.28823E+02    0.28442E+02    1
   85   90        56   61       -0.92146         1121.92806     1085.33272         0.27787E+02    0.27787E+02    0
   86   91        56   61       -1.15141         1106.77821     1060.11413         0.26729E+02    0.26729E+02    0
   87   92        56   61       -0.86831         1056.35745     1020.62920         0.25236E+02    0.25236E+02    0
   88   93        56   61       -0.69403          989.59986      960.67457         0.23396E+02    0.23396E+02    0
   89   94        56   61       -0.28303          918.55430      906.44636         0.21330E+02    0.21330E+02    0
   90   95        56   61       -0.01945          863.44431      862.57835         0.19383E+02    0.19383E+02    0
   91   96        56   61        0.30436          791.70497      805.88074         0.17150E+02    0.17150E+02    0
   63   68        57   62        4.52758          360.29182      431.59087         0.33333E+02    0.25075E+02    1
   64   69        57   62        0.33573          532.33666      537.72566         0.33332E+02    0.33332E+02    0
   65   70        57   62       -0.97432          664.77273      639.04418         0.33330E+02    0.24684E+02    1
   66   71        57   62       -1.25264          761.55679      721.85209         0.33326E+02    0.23394E+02    1
   67   72        57   62       -1.42705          879.85269      826.44101         0.33321E+02    0.22787E+02    1
   68   73        57   62       -1.23974          965.52073      917.45060         0.33314E+02    0.24276E+02    1
   69   74        57   62       -1.29008         1038.40451      985.55758         0.33302E+02    0.24699E+02    1
   70   75        57   62       -0.83698         1043.53757     1012.86197         0.33281E+02    0.28052E+02    1
   71   76        57   62       -0.59338         1062.47987     1041.59974         0.33250E+02    0.29896E+02    1
   72   77        57   62       -0.48619         1068.49598     1051.66927         0.33204E+02    0.30629E+02    1
   73   78        57   62       -0.10556         1019.44829     1016.20406         0.33119E+02    0.33119E+02    0
   74   79        57   62       -0.51227         1051.64272     1033.65274         0.33038E+02    0.29689E+02    1
   75   80        57   62       -0.39734         1059.64942     1045.67938         0.32917E+02    0.29940E+02    1
   76   81        57   62       -0.47389         1073.54406     1056.22628         0.32766E+02    0.29139E+02    1
   77   82        57   62       -0.52846         1069.97159     1050.49005         0.32553E+02    0.28759E+02    1
   78   83        57   62       -0.53384         1066.55783     1046.91749         0.32282E+02    0.28722E+02    1
   79   84        57   62       -0.53091         1064.67687     1045.43417         0.31945E+02    0.29109E+02    1
   80   85        57   62       -0.53529         1072.88892     1053.21046         0.31565E+02    0.28916E+02    1
   81   86        57   62       -0.58058         1092.21316     1070.36640         0.31156E+02    0.28735E+02    1
   82   87        57   62       -0.42415         1116.03127     1100.46405         0.30708E+02    0.30195E+02    1
   83   88        57   62       -0.73235         1163.66548     1134.05030         0.30318E+02    0.28408E+02    1
   84   89        57   62       -0.89905         1166.24896     1129.74903         0.29670E+02    0.28275E+02    1
   85   90        57   62       -0.89158         1140.17562     1105.37721         0.28765E+02    0.28765E+02    0
   86   91        57   62       -1.13411         1125.74011     1080.76366         0.27815E+02    0.27815E+02    0
   87   92        57   62       -0.89345         1077.00934     1041.25788         0.26466E+02    0.26466E+02    0
   88   93        57   62       -0.69538         1008.55688      980.59156         0.24729E+02    0.24729E+02    0
   89   94        57   62       -0.29710          937.83951      925.67164         0.22750E+02    0.22750E+02    0
   90   95        57   62       -0.05223          883.43317      881.22160         0.20837E+02    0.20837E+02    0
   91   96        57   62        0.31226          809.67250      823.41150         0.18558E+02    0.18558E+02    0
   64   69        58   63        4.17860          382.52761      441.85755         0.33333E+02    0.28981E+02    1
   65   70        58   63        0.24404          557.49319      561.58994         0.33332E+02    0.33332E+02    0
   66   71        58   63       -1.00267          681.72013      655.71801         0.33330E+02    0.25783E+02    1
   67   72        58   63       -1.43153          818.00772      769.52222         0.33327E+02    0.23428E+02    1
   68   73        58   63       -1.29811          915.44073      868.14137         0.33322E+02    0.24469E+02    1
   69   74        58   63       -1.43754         1002.95738      945.20109         0.33315E+02    0.24237E+02    1
   70   75        58   63       -1.01466         1017.91365      980.57719         0.33301E+02    0.27152E+02    1
   71   76        58   63       -0.78226         1044.67264     1016.57194         0.33281E+02    0.28688E+02    1
   72   77        58   63       -0.62569         1054.95874     1032.88636         0.33249E+02    0.29591E+02    1
   73   78        58   63       -0.15008         1006.83175     1002.22909         0.33188E+02    0.32754E+02    1
   74   79        58   63       -0.58230         1044.59565     1023.83203         0.33129E+02    0.29003E+02    1
   75   80        58   63       -0.43432         1055.23547     1039.76546         0.33040E+02    0.29408E+02    1
   76   81        58   63       -0.49080         1072.18035     1054.01954         0.32926E+02    0.28730E+02    1
   77   82        58   63       -0.55537         1072.23769     1051.39673         0.32765E+02    0.28295E+02    1
   78   83        58   63       -0.51927         1069.75264     1050.44656         0.32553E+02    0.28512E+02    1
   79   84        58   63       -0.55703         1071.52521     1050.88640         0.32291E+02    0.28640E+02    1
   80   85        58   63       -0.57552         1082.11601     1060.38965         0.31987E+02    0.28376E+02    1
   81   86        58   63       -0.62436         1103.46684     1079.28550         0.31654E+02    0.28178E+02    1
   82   87        58   63       -0.46567         1128.85514     1111.22211         0.31282E+02    0.29578E+02    1
   83   88        58   63       -0.71538         1176.21468     1146.81076         0.30942E+02    0.28258E+02    1
   84   89        58   63       -0.91495         1182.18715     1144.06304         0.30400E+02    0.27911E+02    1
   85   90        58   63       -0.92842         1157.86028     1120.87944         0.29625E+02    0.28602E+02    1
   86   91        58   63       -1.17467         1144.66254     1097.16285         0.28793E+02    0.27716E+02    1
   87   92        58   63       -0.99056         1096.61866     1057.94643         0.27591E+02    0.27591E+02    0
   88   93        58   63       -0.76977         1026.88972      996.92141         0.25990E+02    0.25990E+02    0
   89   94        58   63       -0.40441          957.52567      941.61979         0.24143E+02    0.24143E+02    0
   90   95        58   63       -0.13716          902.38002      896.84152         0.22278E+02    0.22278E+02    0
   91   96        58   63        0.22630          828.76739      838.18752         0.20023E+02    0.20023E+02    0
   65   70        59   64        4.25102          394.65950      465.57106         0.33333E+02    0.25726E+02    1
   66   71        59   64        0.77974          566.14323      579.54321         0.33332E+02    0.33332E+02    0
   67   72        59   64       -0.86816          728.13736      705.51034         0.33330E+02    0.27501E+02    1
   68   73        59   64       -1.05725          846.98520      813.85198         0.33328E+02    0.26494E+02    1
   69   74        59   64       -1.34640          951.30414      901.75466         0.33323E+02    0.25170E+02    1
   70   75        59   64       -0.97932          980.56859      946.54209         0.33314E+02    0.27729E+02    1
   71   76        59   64       -0.76171         1017.19723      990.86829         0.33301E+02    0.29045E+02    1
   72   77        59   64       -0.51783         1031.63105     1014.22468         0.33279E+02    0.30431E+02    1
   73   78        59   64       -0.04872          990.22972      988.77937         0.33238E+02    0.33238E+02    0
   74   79        59   64       -0.45850         1030.81796     1015.04954         0.33195E+02    0.29743E+02    1
   75   80        59   64       -0.28697         1045.27020     1035.39730         0.33130E+02    0.30239E+02    1
   76   81        59   64       -0.33003         1065.69923     1053.87776         0.33045E+02    0.29587E+02    1
   77   82        59   64       -0.35677         1067.68906     1054.79992         0.32923E+02    0.29375E+02    1
   78   83        59   64       -0.38854         1071.03137     1056.86357         0.32764E+02    0.29177E+02    1
   79   84        59   64       -0.40144         1074.06189     1059.54328         0.32559E+02    0.29497E+02    1
   80   85        59   64       -0.45588         1088.04848     1071.08467         0.32321E+02    0.29011E+02    1
   81   86        59   64       -0.50996         1111.56430     1092.05040         0.32053E+02    0.28793E+02    1
