,x,y,VCP1.48f10000h1,VCP2.82f10000h1,VCP4.49f10000h1,HCP1.48f10000h1,HCP2.82f10000h1,HCP4.49f10000h1,elevation
44,468127.142857143,468762.244897959,32.57813797093028,27.32335370073696,29.072631323586016,14.87093238997572,19.656745307338543,25.56710044682802,0
45,468130.612244898,468762.244897959,33.099828834895575,26.89670830485972,28.703323072754984,14.99546688270026,19.716535534791017,26.03734056785048,0
46,468134.0816326531,468762.244897959,36.07217135625892,27.85303038916224,29.198053293257704,15.191888549174479,19.87809037915934,26.610894035313322,0
47,468137.55102040793,468762.244897959,38.83591314157016,29.351860576820542,30.29175446078374,15.7497141449064,20.36254263271936,27.05612210849234,0
48,468141.0204081632,468762.244897959,40.94901895177237,31.14127229493364,31.822133589536577,16.81688613660698,21.105409914712858,27.51814651730614,0
49,468144.4897959184,468762.244897959,42.10419933908546,33.09618501113502,33.68578511633114,18.30011583335818,22.03784641213622,27.970951084262403,0
50,468147.95918367355,468762.244897959,45.8512725552073,35.7562310503713,35.689491921735076,20.316843607944282,23.41027125276478,29.570873833949058,0
51,468151.4285714288,468762.244897959,52.41363529233583,38.90103402431634,37.439261114411124,22.35715759973344,24.8734752426581,32.12519328399702,0
52,468154.897959184,468762.244897959,57.648388108515064,40.82388394155524,38.340133775832804,24.06836773415684,26.01705171529838,34.32170063633574,0
53,468158.36734693905,468762.244897959,62.049686773312395,41.74132879446056,38.618982387753825,24.470362731635962,26.445097249353882,34.80718047903872,0
54,468144.4897959186,468763.06122448965,55.9947156741682,38.94219673480884,36.59012918542946,22.79840954850434,24.72852619903264,32.991227120395,0
55,468130.6122448983,468763.87755102024,48.33130353571616,35.28973806490296,34.02726907053706,20.78332201554192,22.87036132245208,30.13401615208436,0
56,468116.73469387775,468764.6938775508,38.4960356875028,30.70346524569822,31.16416165163122,18.34899531196038,20.8243308444185,26.414178138550938,0
57,468102.8571428574,468765.5102040814,30.7465166054868,27.30136859209896,28.9608263146122,16.29379748509126,19.0088231810968,23.272507681023818,0
58,468088.979591837,468766.326530612,22.100216425453482,24.160653104582078,26.860993872969665,14.99046297427204,17.66088657280608,21.77666905679526,0
59,468092.44897959195,468766.326530612,22.2475538176005,24.06329071818986,26.638913745996756,15.28070096208032,18.283028650752378,22.558595519268522,0
60,468095.91836734704,468766.326530612,22.09824688644158,23.7633276997209,26.29294690048178,15.5311189329054,18.78254081005746,23.13210557362826,0
61,468099.387755102,468766.326530612,22.82143714648874,23.95494866061808,26.23828401705496,15.9772685603532,19.20467781559532,23.49756271909468,0
62,468102.857142857,468766.326530612,24.40611823955504,24.833458276608418,26.76326577141142,16.176813057480636,19.453186533791516,23.86766257235314,0
63,468106.32653061196,468766.326530612,26.400518285853536,26.000044752747442,27.544566046926597,16.27623746959592,19.5714858495072,24.125137577093277,0
